search_count,view_count,wishlist_count,cart_item_count,order_count,avg_order_value,total_spent,promo_keyword_count,membership_points,preferred_genre_count,persona,price_sensitivity,next_best_action,purchase_intent
0,2,0,2,19,636330.6324926699,12090282.017360728,1,1709,1,loyal_member,high,upsell_membership,0.9827
0,4,1,1,15,553004.987904056,8295074.81856084,1,1329,2,loyal_member,high,upsell_membership,0.9894
4,4,0,3,19,579417.3734374432,11008930.09531142,1,1600,1,loyal_member,high,upsell_membership,0.9528
1,4,0,3,14,523981.5081953496,7335741.114734895,1,1233,2,loyal_member,high,upsell_membership,0.99
4,7,0,2,8,542935.5296846245,4343484.237476996,1,934,1,loyal_member,high,reengage_catalog,0.938
2,6,0,2,14,527598.8536662715,7386383.951327802,1,1238,1,loyal_member,high,upsell_membership,0.99
2,6,1,2,19,456738.73235602444,8678035.914764464,0,1367,1,loyal_member,high,upsell_membership,0.99
1,5,1,3,14,617990.8030662219,8651871.242927106,1,1365,1,loyal_member,high,upsell_membership,0.99
1,3,0,1,16,486598.88995062286,7785582.239209966,1,1278,2,loyal_member,high,upsell_membership,0.9373
4,7,0,2,9,555436.2710588371,4998926.4395295335,0,999,1,loyal_member,high,reengage_catalog,0.9498
1,5,0,3,19,498371.55559978617,9469059.556395937,1,1446,2,loyal_member,high,upsell_membership,0.99
0,4,1,2,5,408262.990416773,2041314.9520838652,0,704,2,loyal_member,high,reengage_catalog,0.9369
3,5,1,3,8,389089.411994823,3112715.295958584,1,811,1,loyal_member,high,reengage_catalog,0.896
3,7,1,2,9,534821.568296538,4813394.1146688415,1,981,1,loyal_member,high,reengage_catalog,0.99
4,2,0,3,9,589450.7750891197,5305056.975802077,1,1030,1,loyal_member,high,upsell_membership,0.9558
3,4,0,1,5,526409.6995573764,2632048.4977868823,0,763,2,loyal_member,high,reengage_catalog,0.9742
2,2,0,1,9,450049.04139623645,4050441.372566128,1,905,1,loyal_member,high,reengage_catalog,0.9832
0,2,0,1,16,655406.7876971898,10486508.603155037,1,1548,2,loyal_member,high,upsell_membership,0.9875
4,2,1,2,13,449659.9805018134,5845579.746523574,1,1084,1,loyal_member,high,upsell_membership,0.99
0,2,0,3,10,639910.7162711939,6399107.162711939,1,1139,2,loyal_member,high,upsell_membership,0.9425
1,4,1,2,10,228771.26325101708,2287712.632510171,0,728,1,loyal_member,medium,reengage_catalog,0.9584
2,7,1,1,11,467510.3852108817,5142614.237319699,1,1014,1,loyal_member,high,upsell_membership,0.9868
3,5,1,3,10,679811.89042317,6798118.904231701,1,1179,2,loyal_member,high,upsell_membership,0.9427
4,3,1,2,8,642901.3377590419,5143210.702072335,0,1014,2,loyal_member,high,upsell_membership,0.99
4,7,1,2,14,355817.8669319221,4981450.137046909,0,998,2,loyal_member,high,reengage_catalog,0.9846
0,2,0,1,7,463032.83901228465,3241229.8730859924,0,824,2,loyal_member,high,reengage_catalog,0.8884
0,3,1,1,19,345416.38941152766,6562911.398819026,1,1156,1,loyal_member,medium,upsell_membership,0.972
1,2,0,3,5,707669.4327229756,3538347.163614878,0,853,1,loyal_member,high,reengage_catalog,0.9832
2,3,1,1,6,581076.7566899431,3486460.540139659,0,848,2,loyal_member,high,reengage_catalog,0.9511
1,5,0,1,5,659655.5243629133,3298277.6218145667,0,829,1,loyal_member,high,reengage_catalog,0.957
2,2,1,2,16,557190.7996900631,8915052.79504101,0,1391,1,loyal_member,high,upsell_membership,0.99
0,5,0,3,19,410311.68915857136,7795922.094012856,1,1279,1,loyal_member,high,upsell_membership,0.99
4,5,0,3,12,577537.518614612,6930450.223375345,0,1193,1,loyal_member,high,upsell_membership,0.99
0,2,1,3,8,340130.2123943916,2721041.6991551328,0,772,1,loyal_member,medium,reengage_catalog,0.9167
3,5,0,1,7,234262.6461577142,1639838.5231039994,1,663,2,high_intent_buyer,medium,bundle_related_products,0.971
2,6,1,3,5,461239.93167978147,2306199.658398907,1,730,2,loyal_member,high,reengage_catalog,0.9826
1,4,0,2,14,623401.1091562978,8727615.528188169,1,1372,1,loyal_member,high,upsell_membership,0.99
4,6,1,2,10,386503.26514006755,3865032.6514006755,0,886,2,loyal_member,high,reengage_catalog,0.9532
4,5,1,2,12,864545.4654099921,10374545.584919905,1,1537,2,loyal_member,high,upsell_membership,0.9734
2,6,1,1,17,686510.158256227,11670672.69035586,1,1667,1,loyal_member,high,upsell_membership,0.9378
3,5,1,2,12,454637.3270231567,5455647.92427788,1,1045,2,loyal_member,high,upsell_membership,0.9698
0,5,0,1,17,568223.1463455515,9659793.487874376,0,1465,1,loyal_member,high,upsell_membership,0.9717
3,3,0,2,14,540324.5255743216,7564543.358040502,0,1256,2,loyal_member,high,upsell_membership,0.9843
1,4,0,1,14,724394.8939732597,10141528.515625637,0,1514,2,loyal_member,high,upsell_membership,0.9406
0,4,1,2,15,637260.6131252134,9558909.196878202,0,1455,2,loyal_member,high,upsell_membership,0.99
1,3,1,3,12,502777.7622909991,6033333.14749199,1,1103,1,loyal_member,high,upsell_membership,0.99
1,4,1,3,9,277937.1244791914,2501434.1203127224,0,750,1,loyal_member,medium,reengage_catalog,0.9273
1,3,1,2,15,513695.0333987856,7705425.500981784,0,1270,2,loyal_member,high,upsell_membership,0.99
2,6,1,2,13,535544.6996102175,6962081.094932827,0,1196,1,loyal_member,high,upsell_membership,0.9217
3,7,0,2,17,519508.9332079754,8831651.864535581,0,1383,2,loyal_member,high,upsell_membership,0.99
1,3,1,2,8,463617.1753972544,3708937.4031780353,0,870,2,loyal_member,high,reengage_catalog,0.99
0,3,1,1,9,449516.2677305965,4045646.4095753683,0,904,1,loyal_member,high,reengage_catalog,0.99
0,5,1,2,11,587880.7485316256,6466688.233847882,0,1146,1,loyal_member,high,upsell_membership,0.9572
1,2,1,2,19,641661.8459715557,12191575.073459558,1,1719,2,loyal_member,high,upsell_membership,0.9668
4,6,0,3,16,553712.0066718968,8859392.106750349,1,1385,2,loyal_member,high,upsell_membership,0.9773
2,4,1,3,8,449386.09215916955,3595088.7372733564,0,859,2,loyal_member,high,reengage_catalog,0.99
0,7,1,1,5,572251.2593413581,2861256.2967067906,1,786,2,loyal_member,high,reengage_catalog,0.99
3,2,0,2,14,524546.4271067131,7343649.979493983,0,1234,1,loyal_member,high,upsell_membership,0.99
4,3,1,1,19,314399.72823800053,5973594.83652201,0,1097,1,loyal_member,medium,upsell_membership,0.99
3,4,1,3,17,422459.5051764229,7181811.587999189,0,1218,2,loyal_member,high,upsell_membership,0.99
4,2,1,2,5,182966.34406944347,914831.7203472173,1,591,2,high_intent_buyer,medium,bundle_related_products,0.9182
3,4,0,2,16,694923.9420080734,11118783.072129175,0,1611,2,loyal_member,high,upsell_membership,0.9615
1,3,1,2,13,488013.2383840247,6344172.098992322,0,1134,2,loyal_member,high,upsell_membership,0.99
1,5,0,1,13,549335.1753927098,7141357.280105228,1,1214,1,loyal_member,high,upsell_membership,0.9398
1,5,0,3,6,650376.6083067122,3902259.6498402734,0,890,1,loyal_member,high,reengage_catalog,0.99
2,7,0,1,7,652714.7971219047,4569003.579853333,1,956,1,loyal_member,high,reengage_catalog,0.99
4,7,0,2,10,543094.5266123852,5430945.266123852,0,1043,2,loyal_member,high,upsell_membership,0.99
4,4,1,1,9,411214.6244174789,3700931.6197573105,1,870,1,loyal_member,high,reengage_catalog,0.99
0,6,0,1,7,354729.66140424483,2483107.629829714,1,748,1,loyal_member,high,reengage_catalog,0.8919
2,6,0,2,12,634612.579239698,7615350.950876376,1,1261,2,loyal_member,high,upsell_membership,0.99
2,7,0,3,18,555507.4524898164,9999134.144816695,0,1499,2,loyal_member,high,upsell_membership,0.9216
4,4,1,2,12,545222.8895501057,6542674.674601268,0,1154,2,loyal_member,high,upsell_membership,0.99
2,4,0,2,17,422832.7242551442,7188156.312337452,0,1218,2,loyal_member,high,upsell_membership,0.99
1,2,1,2,14,483743.47340687783,6772408.62769629,1,1177,1,loyal_member,high,upsell_membership,0.99
0,7,1,2,13,591896.5753036119,7694655.478946955,0,1269,2,loyal_member,high,upsell_membership,0.9361
1,4,1,2,5,214249.3012769273,1071246.5063846365,0,607,1,high_intent_buyer,medium,bundle_related_products,0.9252
4,7,0,2,16,670236.5648565791,10723785.037705265,0,1572,2,loyal_member,high,upsell_membership,0.99
1,2,1,2,16,505562.5416724776,8089000.666759642,0,1308,1,loyal_member,high,upsell_membership,0.99
3,7,1,3,5,439733.0693434337,2198665.3467171686,1,719,2,loyal_member,high,reengage_catalog,0.9422
1,3,1,1,13,385660.14871041797,5013581.933235434,1,1001,2,loyal_member,high,upsell_membership,0.99
0,5,1,2,13,471943.8840076729,6135270.492099748,1,1113,1,loyal_member,high,upsell_membership,0.9242
4,4,0,2,15,529782.1333175733,7946731.9997636005,1,1294,2,loyal_member,high,upsell_membership,0.99
2,4,1,3,12,334841.1603130677,4018093.9237568127,0,901,1,loyal_member,medium,reengage_catalog,0.9558
3,6,1,3,5,430696.0260292267,2153480.1301461337,1,715,1,loyal_member,high,reengage_catalog,0.99
1,7,0,3,19,635493.2728170919,12074372.183524746,1,1707,2,loyal_member,high,upsell_membership,0.99
4,4,1,3,8,465238.86700315564,3721910.936025245,0,872,2,loyal_member,high,reengage_catalog,0.99
4,2,0,3,13,502042.9127472489,6526557.865714235,0,1152,1,loyal_member,high,upsell_membership,0.99
2,5,1,2,19,599656.6839419748,11393476.99489752,0,1639,2,loyal_member,high,upsell_membership,0.97
0,3,0,3,17,527659.0606382933,8970204.030850986,1,1397,1,loyal_member,high,upsell_membership,0.99
0,3,0,3,7,380894.7219987395,2666263.0539911767,0,766,1,loyal_member,high,reengage_catalog,0.99
2,7,1,3,9,707013.9042319435,6363125.1380874915,1,1136,1,loyal_member,high,upsell_membership,0.99
1,2,1,1,15,352366.7184696735,5285500.777045102,1,1028,1,loyal_member,high,upsell_membership,0.99
2,2,0,3,17,443560.02037305996,7540520.34634202,1,1254,1,loyal_member,high,upsell_membership,0.9583
3,3,0,1,13,778138.3110019434,10115798.043025265,1,1511,1,loyal_member,high,upsell_membership,0.969
3,3,1,1,16,211283.5469103658,3380536.750565853,0,838,1,loyal_member,medium,reengage_catalog,0.99
2,3,1,3,15,580521.1443893376,8707817.165840065,1,1370,1,loyal_member,high,upsell_membership,0.9557
1,2,1,3,11,423093.0415798327,4654023.457378159,1,965,2,loyal_member,high,reengage_catalog,0.99
4,4,1,1,18,679960.6078464095,12239290.941235371,1,1723,2,loyal_member,high,upsell_membership,0.99
3,7,1,3,13,505566.22040421,6572360.86525473,0,1157,2,loyal_member,high,upsell_membership,0.99
1,4,0,1,17,387538.58889690565,6588156.0112473965,0,1158,1,loyal_member,high,upsell_membership,0.946
1,6,1,2,9,247723.10466401032,2229507.9419760928,1,722,1,loyal_member,medium,reengage_catalog,0.99
2,7,1,2,15,496390.73095098994,7445860.964264849,0,1244,1,loyal_member,high,upsell_membership,0.99
1,6,0,1,18,293210.3514808061,5277786.32665451,0,1027,2,loyal_member,medium,upsell_membership,0.99
3,6,1,3,9,815694.8897919462,7341254.008127515,0,1234,1,loyal_member,high,upsell_membership,0.99
0,5,1,3,16,300263.54644344794,4804216.743095167,1,980,2,loyal_member,medium,reengage_catalog,0.9866
4,4,0,1,19,385773.40120382066,7329694.622872593,1,1232,1,loyal_member,high,upsell_membership,0.99
0,2,1,1,10,373046.62027477997,3730466.2027477995,1,873,2,loyal_member,high,reengage_catalog,0.9761
4,2,0,1,5,464227.3876822359,2321136.9384111795,0,732,1,loyal_member,high,reengage_catalog,0.8491
1,2,1,1,10,661663.2169335113,6616632.169335113,0,1161,1,loyal_member,high,upsell_membership,0.99
3,5,0,2,11,177385.71954611497,1951242.9150072646,0,695,2,loyal_member,medium,reengage_catalog,0.9295
2,6,0,2,13,364540.37333095644,4739024.853302434,1,973,1,loyal_member,high,reengage_catalog,0.99
3,6,0,1,13,600722.4932544583,7809392.412307958,0,1280,1,loyal_member,high,upsell_membership,0.99
4,3,1,2,15,686106.8955526229,10291603.433289343,0,1529,2,loyal_member,high,upsell_membership,0.99
2,3,0,3,10,497466.6016452772,4974666.016452772,1,997,2,loyal_member,high,reengage_catalog,0.99
2,3,1,1,5,687389.3380657837,3436946.6903289184,0,843,1,loyal_member,high,reengage_catalog,0.9387
0,3,0,1,13,433128.1703377607,5630666.214390889,1,1063,2,loyal_member,high,upsell_membership,0.99
2,2,1,2,9,539083.5308756792,4851751.777881113,1,985,2,loyal_member,high,reengage_catalog,0.99
4,5,1,3,6,616841.6287659239,3701049.7725955434,0,870,2,loyal_member,high,reengage_catalog,0.99
2,7,1,3,7,483084.19196805684,3381589.343776398,0,838,2,loyal_member,high,reengage_catalog,0.99
1,3,0,1,15,664659.1716570448,9969887.574855672,0,1496,1,loyal_member,high,upsell_membership,0.9339
2,4,0,1,6,395562.90058320714,2373377.403499243,0,737,2,loyal_member,high,reengage_catalog,0.99
4,5,0,3,15,460025.7931670625,6900386.897505938,1,1190,1,loyal_member,high,upsell_membership,0.99
0,3,0,2,10,540509.5717373936,5405095.717373936,1,1040,1,loyal_member,high,upsell_membership,0.99
4,6,0,1,13,546643.4678224358,7106365.081691666,0,1210,1,loyal_member,high,upsell_membership,0.9687
1,7,0,3,8,649560.1830396894,5196481.4643175155,1,1019,1,loyal_member,high,upsell_membership,0.9493
3,5,0,2,13,170429.20531462313,2215579.6690901006,0,721,1,loyal_member,medium,reengage_catalog,0.99
4,6,0,2,5,459463.6886902437,2297318.4434512183,0,729,1,loyal_member,high,reengage_catalog,0.9821
3,4,1,3,17,626526.8516090225,10650956.477353383,0,1565,2,loyal_member,high,upsell_membership,0.99
3,5,0,3,13,667506.5825968084,8677585.573758509,0,1367,1,loyal_member,high,upsell_membership,0.9324
4,7,0,3,11,560643.2693397194,6167075.962736914,1,1116,2,loyal_member,high,upsell_membership,0.99
3,7,0,3,19,723095.1009096786,13738806.917283894,1,1873,2,loyal_member,high,upsell_membership,0.99
3,5,1,2,15,371335.58433073736,5570033.76496106,1,1057,1,loyal_member,high,upsell_membership,0.99
4,5,1,3,8,467917.8953326879,3743343.162661503,1,874,1,loyal_member,high,reengage_catalog,0.99
4,2,0,3,14,442128.1158360746,6189793.621705044,1,1118,1,loyal_member,high,upsell_membership,0.99
1,4,1,2,15,730655.8401195713,10959837.60179357,1,1595,1,loyal_member,high,upsell_membership,0.9331
0,2,0,3,17,348100.6625930899,5917711.264082529,1,1091,1,loyal_member,medium,upsell_membership,0.99
0,7,1,1,8,607458.2361275079,4859665.889020063,0,985,2,loyal_member,high,reengage_catalog,0.99
3,7,1,1,5,568650.3466925529,2843251.7334627644,0,784,2,loyal_member,high,reengage_catalog,0.95
2,7,1,3,8,574612.924213481,4596903.393707848,1,959,1,loyal_member,high,reengage_catalog,0.9449
1,2,1,1,13,548142.7130846668,7125855.270100668,1,1212,2,loyal_member,high,upsell_membership,0.99
4,7,0,3,7,633699.8849394565,4435899.194576195,1,943,2,loyal_member,high,reengage_catalog,0.99
3,2,1,1,5,254878.06287383413,1274390.3143691707,0,627,2,high_intent_buyer,medium,bundle_related_products,0.9612
3,5,1,1,18,393606.77137730084,7084921.884791415,0,1208,1,loyal_member,high,upsell_membership,0.99
1,5,1,1,14,700726.9355069478,9810177.09709727,1,1481,1,loyal_member,high,upsell_membership,0.9498
1,4,1,1,8,586967.8180784283,4695742.544627426,1,969,1,loyal_member,high,reengage_catalog,0.99
2,5,1,3,5,664187.6473726078,3320938.2368630394,1,832,2,loyal_member,high,reengage_catalog,0.9846
0,4,1,3,14,454816.67094105296,6367433.393174741,0,1136,2,loyal_member,high,upsell_membership,0.99
1,3,0,2,11,690695.1674326527,7597646.84175918,1,1259,2,loyal_member,high,upsell_membership,0.99
1,5,1,1,10,545569.0801473447,5455690.801473447,0,1045,2,loyal_member,high,upsell_membership,0.99
4,7,0,3,9,245611.62396795567,2210504.615711601,1,721,2,loyal_member,medium,reengage_catalog,0.99
0,4,0,1,5,785798.4796182248,3928992.398091124,0,892,2,loyal_member,high,reengage_catalog,0.99
0,2,1,3,19,508243.76745086897,9656631.58156651,1,1465,1,loyal_member,high,upsell_membership,0.99
3,4,1,3,19,734398.7429640956,13953576.116317816,1,1895,1,loyal_member,high,upsell_membership,0.99
1,6,0,2,15,707733.5750903906,10616003.62635586,1,1561,2,loyal_member,high,upsell_membership,0.966
1,7,0,2,8,545034.1482866005,4360273.186292804,1,936,2,loyal_member,high,reengage_catalog,0.9759
4,5,1,1,19,574116.0235590865,10908204.447622644,1,1590,2,loyal_member,high,upsell_membership,0.8976
4,6,1,1,19,732795.5967615477,13923116.338469407,1,1892,2,loyal_member,high,upsell_membership,0.99
2,3,0,3,16,481160.05170396634,7698560.827263461,1,1269,1,loyal_member,high,upsell_membership,0.9367
2,5,0,1,11,305103.2531007384,3356135.7841081223,0,835,1,loyal_member,medium,reengage_catalog,0.99
4,4,0,2,13,522403.73415480164,6791248.544012422,0,1179,1,loyal_member,high,upsell_membership,0.99
0,4,1,1,6,395505.4217950647,2373032.5307703884,1,737,2,loyal_member,high,reengage_catalog,0.9708
3,4,1,2,9,370759.8318230282,3336838.486407254,1,833,1,loyal_member,high,reengage_catalog,0.99
3,3,0,3,17,773836.4214392744,13155219.164467666,0,1815,2,loyal_member,high,upsell_membership,0.99
0,6,0,1,17,344380.5527229934,5854469.396290888,1,1085,2,loyal_member,medium,upsell_membership,0.99
2,2,0,2,10,740331.464204896,7403314.642048961,1,1240,2,loyal_member,high,upsell_membership,0.99
2,3,1,3,15,206989.32114059385,3104839.8171089077,0,810,1,loyal_member,medium,reengage_catalog,0.955
4,4,1,2,6,437908.9197834954,2627453.5187009727,0,762,2,loyal_member,high,reengage_catalog,0.99
4,7,0,2,8,855144.3768775807,6841155.015020645,1,1184,1,loyal_member,high,upsell_membership,0.9504
3,2,1,1,11,432177.3326397266,4753950.659036992,0,975,2,loyal_member,high,reengage_catalog,0.9217
4,7,0,3,11,348478.4668722614,3833263.135594875,1,883,1,loyal_member,medium,reengage_catalog,0.99
2,4,0,2,11,483115.03304844775,5314265.363532925,0,1031,2,loyal_member,high,upsell_membership,0.99
0,3,1,3,19,834268.9251058816,15851109.577011751,0,2085,1,loyal_member,high,upsell_membership,0.9797
0,6,1,2,18,614746.755665723,11065441.601983014,0,1606,2,loyal_member,high,upsell_membership,0.99
3,5,0,2,19,502848.4652518081,9554120.839784354,0,1455,1,loyal_member,high,upsell_membership,0.9792
3,2,1,1,8,624732.0425112273,4997856.340089818,1,999,1,loyal_member,high,reengage_catalog,0.99
1,5,1,1,18,554496.3319502984,9980933.975105371,1,1498,2,loyal_member,high,upsell_membership,0.99
3,7,1,2,18,398854.7158860085,7179384.885948153,0,1217,2,loyal_member,high,upsell_membership,0.9869
0,3,0,2,11,527784.3996404624,5805628.396045086,0,1080,2,loyal_member,high,upsell_membership,0.9482
0,7,0,2,19,581313.9416518327,11044964.891384821,1,1604,2,loyal_member,high,upsell_membership,0.9271
3,5,0,3,5,466617.6174729756,2333088.087364878,1,733,2,loyal_member,high,reengage_catalog,0.99
2,4,1,2,17,379018.4667473832,6443313.934705514,0,1144,2,loyal_member,high,upsell_membership,0.9432
2,6,0,2,18,394302.0035548496,7097436.063987292,1,1209,1,loyal_member,high,upsell_membership,0.99
2,5,1,1,16,344390.13417997304,5510242.146879569,0,1051,1,loyal_member,medium,upsell_membership,0.99
0,6,0,3,18,745709.8280738229,13422776.905328812,0,1842,2,loyal_member,high,upsell_membership,0.9749
1,7,1,1,17,506778.9131783981,8615241.524032768,1,1361,1,loyal_member,high,upsell_membership,0.99
3,2,0,1,5,678456.5003974407,3392282.501987204,1,839,2,loyal_member,high,reengage_catalog,0.9307
4,2,1,2,16,811427.1784641122,12982834.855425796,1,1798,2,loyal_member,high,upsell_membership,0.9596
